candidate_id,series,candidate_order,x_px,y_px,x,y,uncertainty_x,uncertainty_y,visibility_status,evidence_segment_break_before,evidence_break_reason,source_sha256,spec_sha256,extractor_id,quality_status,anomaly_codes
response:000013,response,13,32,73.5,1.199999999999997,0.45000000000000195,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000014,response,14,33,73.5,1.2999999999999972,0.45000000000000195,0.050000000000000266,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000015,response,15,34,72.5,1.3999999999999972,0.5500000000000016,0.050000000000000266,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000016,response,16,35,72.5,1.4999999999999973,0.5500000000000016,0.050000000000000266,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000017,response,17,36,71.5,1.5999999999999974,0.6500000000000012,0.050000000000000266,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000018,response,18,37,71.5,1.6999999999999975,0.6500000000000012,0.050000000000000266,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000019,response,19,38,70.5,1.7999999999999972,0.7500000000000018,0.050000000000000266,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000020,response,20,39,70.5,1.8999999999999972,0.7500000000000018,0.050000000000000266,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000021,response,21,40,70.5,1.9999999999999973,0.7500000000000018,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000022,response,22,41,69.5,2.099999999999998,0.8500000000000014,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000023,response,23,42,69.5,2.1999999999999975,0.8500000000000014,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000024,response,24,43,68.5,2.299999999999997,0.9500000000000011,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000025,response,25,44,68.5,2.3999999999999977,0.9500000000000011,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000026,response,26,45,68.5,2.4999999999999973,0.9500000000000011,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000027,response,27,46,67.5,2.599999999999998,1.0500000000000016,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000028,response,28,47,67.5,2.6999999999999975,1.0500000000000016,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000029,response,29,48,66.5,2.799999999999998,1.1500000000000012,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000030,response,30,49,66.5,2.8999999999999977,1.1500000000000012,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000031,response,31,50,65.5,2.9999999999999982,1.2500000000000009,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000032,response,32,51,65.5,3.099999999999998,1.2500000000000009,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000033,response,33,52,65.5,3.1999999999999984,1.2500000000000009,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000034,response,34,53,64.5,3.299999999999998,1.3500000000000014,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000035,response,35,54,64.5,3.3999999999999977,1.3500000000000014,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000036,response,36,55,63.5,3.4999999999999982,1.450000000000001,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000037,response,37,56,63.5,3.599999999999998,1.450000000000001,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000038,response,38,57,62.5,3.6999999999999984,1.5500000000000016,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000039,response,39,58,62.5,3.799999999999998,1.5500000000000016,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000040,response,40,59,62.5,3.8999999999999986,1.5500000000000016,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000041,response,41,60,61.5,3.9999999999999982,1.6500000000000012,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000042,response,42,61,61.5,4.099999999999999,1.6500000000000012,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000043,response,43,62,60.5,4.199999999999998,1.7500000000000009,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000044,response,44,63,60.5,4.299999999999999,1.7500000000000009,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000045,response,45,64,60.5,4.399999999999999,1.7500000000000009,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000046,response,46,65,59.5,4.499999999999998,1.8500000000000014,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000047,response,47,66,59.5,4.599999999999999,1.8500000000000014,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000048,response,48,67,58.5,4.699999999999998,1.950000000000001,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000049,response,49,68,58.5,4.799999999999999,1.950000000000001,0.04999999999999982,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000050,response,50,69,57.5,4.899999999999999,2.0500000000000007,0.04999999999999982,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000051,response,51,91,48.5,7.1000000000000005,2.950000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,true,visible_pixel_gap:21px,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,anomaly,long_visible_pixel_gap
response:000052,response,52,92,48.5,7.2,2.950000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000053,response,53,93,47.5,7.3,3.0500000000000007,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000054,response,54,94,47.5,7.3999999999999995,3.0500000000000007,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000055,response,55,95,46.5,7.500000000000001,3.1500000000000004,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000056,response,56,96,46.5,7.6000000000000005,3.1500000000000004,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000057,response,57,97,46.5,7.7,3.1500000000000004,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000058,response,58,98,45.5,7.8,3.250000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000059,response,59,99,45.5,7.8999999999999995,3.250000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000060,response,60,100,44.5,8.0,3.3500000000000005,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000061,response,61,101,44.5,8.100000000000001,3.3500000000000005,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000062,response,62,102,44.5,8.2,3.3500000000000005,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000063,response,63,103,43.5,8.3,3.45,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000064,response,64,104,43.5,8.400000000000002,3.45,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000065,response,65,105,42.5,8.5,3.5500000000000007,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000066,response,66,106,42.5,8.600000000000001,3.5500000000000007,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000067,response,67,107,41.5,8.7,3.6500000000000004,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000068,response,68,108,41.5,8.8,3.6500000000000004,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000069,response,69,109,41.5,8.900000000000002,3.6500000000000004,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000070,response,70,110,40.5,9.0,3.75,0.05000000000000071,0.050000000000000266,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000071,response,71,111,40.5,9.100000000000001,3.75,0.05000000000000071,0.050000000000000266,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000072,response,72,112,39.5,9.2,3.8500000000000005,0.05000000000000071,0.050000000000000266,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000073,response,73,113,39.5,9.3,3.8500000000000005,0.05000000000000071,0.050000000000000266,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000074,response,74,114,39.5,9.400000000000002,3.8500000000000005,0.05000000000000071,0.050000000000000266,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000075,response,75,115,38.5,9.5,3.95,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000076,response,76,116,38.5,9.600000000000001,3.95,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000077,response,77,117,37.5,9.700000000000003,4.050000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000078,response,78,118,37.5,9.8,4.050000000000001,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000079,response,79,119,36.5,9.900000000000002,4.15,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000080,response,80,120,36.5,10.0,4.15,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000081,response,81,121,36.5,10.100000000000001,4.15,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000082,response,82,122,35.5,10.200000000000003,4.25,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000083,response,83,123,35.5,10.3,4.25,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000084,response,84,124,34.5,10.400000000000002,4.35,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000085,response,85,125,34.5,10.5,4.35,0.05000000000000071,0.05000000000000071,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
response:000086,response,86,126,33.5,10.600000000000001,4.45,0.05000000000000071,0.04999999999999982,visible_color_supported,false,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,native_color_line_v1,ordinary,
