series,curve_order,x,y,formal_segment_id,formal_segment_break_before,evidence_segment_break_before,evidence_break_reason,source_kind,source_observation_ids,source_candidate_ids,uncertainty_x,uncertainty_y,derivation_method,guide_path_sha256,source_sha256,spec_sha256,candidates_sha256,observations_sha256,review_decisions_sha256
response,16,1.4999999999999973,0.5500000000000016,1,false,false,,reviewed_visible_observation,obs:response:000016,response:000016,0.050000000000000266,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,17,1.5999999999999974,0.6500000000000012,1,false,false,,reviewed_visible_observation,obs:response:000017,response:000017,0.050000000000000266,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,18,1.6999999999999975,0.6500000000000012,1,false,false,,reviewed_visible_observation,obs:response:000018,response:000018,0.050000000000000266,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,19,1.7999999999999972,0.7500000000000018,1,false,false,,reviewed_visible_observation,obs:response:000019,response:000019,0.050000000000000266,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,20,1.8999999999999972,0.7500000000000018,1,false,false,,reviewed_visible_observation,obs:response:000020,response:000020,0.050000000000000266,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,21,1.9999999999999973,0.7500000000000018,1,false,false,,reviewed_visible_observation,obs:response:000021,response:000021,0.04999999999999982,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,22,2.099999999999998,0.8500000000000014,1,false,false,,reviewed_visible_observation,obs:response:000022,response:000022,0.05000000000000071,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,23,2.1999999999999975,0.8500000000000014,1,false,false,,reviewed_visible_observation,obs:response:000023,response:000023,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,24,2.299999999999997,0.9500000000000011,1,false,false,,reviewed_visible_observation,obs:response:000024,response:000024,0.05000000000000071,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,25,2.3999999999999977,0.9500000000000011,1,false,false,,reviewed_visible_observation,obs:response:000025,response:000025,0.04999999999999982,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,26,2.4999999999999973,0.9500000000000011,1,false,false,,reviewed_visible_observation,obs:response:000026,response:000026,0.05000000000000071,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,27,2.599999999999998,1.0500000000000016,1,false,false,,reviewed_visible_observation,obs:response:000027,response:000027,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,28,2.6999999999999975,1.0500000000000016,1,false,false,,reviewed_visible_observation,obs:response:000028,response:000028,0.05000000000000071,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,29,2.799999999999998,1.1500000000000012,1,false,false,,reviewed_visible_observation,obs:response:000029,response:000029,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,30,2.8999999999999977,1.1500000000000012,1,false,false,,reviewed_visible_observation,obs:response:000030,response:000030,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,31,2.9999999999999982,1.2500000000000009,1,false,false,,reviewed_visible_observation,obs:response:000031,response:000031,0.05000000000000071,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,32,3.099999999999998,1.2500000000000009,1,false,false,,reviewed_visible_observation,obs:response:000032,response:000032,0.04999999999999982,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,33,3.1999999999999984,1.2500000000000009,1,false,false,,reviewed_visible_observation,obs:response:000033,response:000033,0.05000000000000071,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,34,3.299999999999998,1.3500000000000014,1,false,false,,reviewed_visible_observation,obs:response:000034,response:000034,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,35,3.3999999999999977,1.3500000000000014,1,false,false,,reviewed_visible_observation,obs:response:000035,response:000035,0.05000000000000071,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,36,3.4999999999999982,1.450000000000001,1,false,false,,reviewed_visible_observation,obs:response:000036,response:000036,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,37,3.599999999999998,1.450000000000001,1,false,false,,reviewed_visible_observation,obs:response:000037,response:000037,0.05000000000000071,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,38,3.6999999999999984,1.5500000000000016,1,false,false,,reviewed_visible_observation,obs:response:000038,response:000038,0.04999999999999982,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,39,3.799999999999998,1.5500000000000016,1,false,false,,reviewed_visible_observation,obs:response:000039,response:000039,0.05000000000000071,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,40,3.8999999999999986,1.5500000000000016,1,false,false,,reviewed_visible_observation,obs:response:000040,response:000040,0.04999999999999982,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,41,3.9999999999999982,1.6500000000000012,1,false,false,,reviewed_visible_observation,obs:response:000041,response:000041,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,42,4.099999999999999,1.6500000000000012,1,false,false,,reviewed_visible_observation,obs:response:000042,response:000042,0.05000000000000071,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,43,4.199999999999998,1.7500000000000009,1,false,false,,reviewed_visible_observation,obs:response:000043,response:000043,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,44,4.299999999999999,1.7500000000000009,1,false,false,,reviewed_visible_observation,obs:response:000044,response:000044,0.05000000000000071,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,45,4.399999999999999,1.7500000000000009,1,false,false,,reviewed_visible_observation,obs:response:000045,response:000045,0.04999999999999982,0.04999999999999982,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
response,46,4.499999999999998,1.8500000000000014,1,false,false,,reviewed_visible_observation,obs:response:000046,response:000046,0.05000000000000071,0.05000000000000071,reviewed_observations_v1,,1bc8dccaf6b89e90aa75c81ef577962877e7c404439a70aee4f5465e46ebd059,754fb6ddb0451047eb8a0d60b4e03d876bf64c6e889684cced3c06038051385f,754551dd47950ff4b919d03244338110e22ca8740713c8074cbce08c90b6d36b,ad2e0bb990d1a5fc3d7c726105bbba471d1048bc9ab07b4a64613afa63512819,c1c7fc7d32b67809b202ec79e4fa65e7b92e4dc56a5989f67f7b9b9180e5286c
